,Date,State,District,Confirmed,Recovered,Deceased,Tested
130727,2021-02-11,Rajasthan,Bundi,3067,3029,19,58167.0
130728,2021-02-11,Rajasthan,Chittorgarh,3972,3911,41,116002.0
130729,2021-02-11,Rajasthan,Churu,4377,4336,41,131700.0
130730,2021-02-11,Rajasthan,Dausa,2431,2404,24,61680.0
130731,2021-02-11,Rajasthan,Dholpur,3765,3734,29,121308.0
130732,2021-02-11,Rajasthan,Dungarpur,4995,4925,34,121917.0
130733,2021-02-11,Rajasthan,Ganganagar,6770,6707,42,80706.0
130734,2021-02-11,Rajasthan,Hanumangarh,2976,2964,12,82542.0
130735,2021-02-11,Rajasthan,Jaipur,59149,58337,517,968783.0
130736,2021-02-11,Rajasthan,Jaisalmer,2243,2210,25,80082.0
130737,2021-02-11,Rajasthan,Jalore,5612,5558,52,184172.0
130738,2021-02-11,Rajasthan,Jhalawar,3670,3620,24,97163.0
130739,2021-02-11,Rajasthan,Jhunjhunu,4571,4517,53,123433.0
130740,2021-02-11,Rajasthan,Jodhpur,44854,44429,305,600959.0
130741,2021-02-11,Rajasthan,Karauli,1559,1535,20,64481.0
130742,2021-02-11,Rajasthan,Kota,19885,19402,169,355509.0
130743,2021-02-11,Rajasthan,Nagaur,10279,10157,95,229822.0
130744,2021-02-11,Rajasthan,Pali,11010,10893,109,179463.0
130745,2021-02-11,Rajasthan,Pratapgarh,1252,1219,22,52208.0
130746,2021-02-11,Rajasthan,Rajsamand,4201,4125,42,91975.0
130747,2021-02-11,Rajasthan,Sawai Madhopur,2122,2095,27,84683.0
130748,2021-02-11,Rajasthan,Sikar,9065,8945,101,165042.0
130749,2021-02-11,Rajasthan,Sirohi,3767,3726,29,84616.0
130750,2021-02-11,Rajasthan,Tonk,3461,3423,36,74225.0
130751,2021-02-11,Rajasthan,Udaipur,11842,11619,122,251522.0
130752,2021-02-11,Sikkim,Unknown,6113,5820,135,76386.0
130753,2021-02-11,Telangana,Unknown,296134,292696,1613,8213768.0
130754,2021-02-11,Tamil Nadu,Ariyalur,4709,4650,49,18285.0
130755,2021-02-11,Tamil Nadu,Chengalpattu,51954,50912,772,51771.0
130756,2021-02-11,Tamil Nadu,Chennai,232918,227226,4117,2667777.0
130757,2021-02-11,Tamil Nadu,Coimbatore,55018,53879,676,102107.0
130758,2021-02-11,Tamil Nadu,Cuddalore,25033,24667,287,36434.0
130759,2021-02-11,Tamil Nadu,Dharmapuri,6621,6540,54,163803.0
130760,2021-02-11,Tamil Nadu,Dindigul,11331,11084,199,27800.0
130761,2021-02-11,Tamil Nadu,Erode,14579,14255,150,66240.0
130762,2021-02-11,Tamil Nadu,Kallakurichi,10893,10774,108,28314.0
130763,2021-02-11,Tamil Nadu,Kancheepuram,29348,28817,441,37505.0
130764,2021-02-11,Tamil Nadu,Kanyakumari,16935,16593,259,79600.0
130765,2021-02-11,Tamil Nadu,Karur,5445,5364,50,17190.0
130766,2021-02-11,Tamil Nadu,Krishnagiri,8101,7968,117,14284.0
130767,2021-02-11,Tamil Nadu,Madurai,21106,20575,459,97279.0
130768,2021-02-11,Tamil Nadu,Nagapattinam,8517,8329,133,20984.0
130769,2021-02-11,Tamil Nadu,Namakkal,11719,11551,111,24758.0
130770,2021-02-11,Tamil Nadu,Nilgiris,8266,8175,47,45839.0
130771,2021-02-11,Tamil Nadu,Perambalur,2275,2247,21,7981.0
130772,2021-02-11,Tamil Nadu,Pudukkottai,11604,11417,156,20835.0
130773,2021-02-11,Tamil Nadu,Ramanathapuram,6428,6282,137,23389.0
130774,2021-02-11,Tamil Nadu,Ranipet,16162,15941,188,20118.0
130775,2021-02-11,Tamil Nadu,Salem,32552,31994,466,79660.0
130776,2021-02-11,Tamil Nadu,Sivaganga,6693,6544,126,25824.0
130777,2021-02-11,Tamil Nadu,Tenkasi,8467,8276,159,26338.0
130778,2021-02-11,Tamil Nadu,Thanjavur,17859,17473,248,67445.0
130779,2021-02-11,Tamil Nadu,Theni,17118,16879,206,45839.0
130780,2021-02-11,Tamil Nadu,Thiruvallur,43813,42881,692,67948.0
130781,2021-02-11,Tamil Nadu,Thiruvarur,11257,11104,109,67445.0
130782,2021-02-11,Tamil Nadu,Thoothukkudi,16302,16145,141,49288.0
130783,2021-02-11,Tamil Nadu,Tiruchirappalli,14820,14524,181,92586.0
130784,2021-02-11,Tamil Nadu,Tirunelveli,15645,15377,214,54208.0
130785,2021-02-11,Tamil Nadu,Tirupathur,7608,7460,126,23998.0
130786,2021-02-11,Tamil Nadu,Tiruppur,18091,17742,222,36301.0
130787,2021-02-11,Tamil Nadu,Tiruvannamalai,19413,19092,284,76170.0
130788,2021-02-11,Tamil Nadu,Vellore,20845,20420,349,47936.0
130789,2021-02-11,Tamil Nadu,Viluppuram,15220,15084,112,52064.0
130790,2021-02-11,Tamil Nadu,Virudhunagar,16611,16349,231,28620.0
130791,2021-02-11,Tripura,Dhalai,3473,3454,18,61582.0
130792,2021-02-11,Tripura,Gomati,3930,3885,44,47437.0
130793,2021-02-11,Tripura,Khowai,1843,1809,31,24046.0
130794,2021-02-11,Tripura,North Tripura,2759,2736,16,100931.0
130795,2021-02-11,Tripura,Sipahijala,2881,2842,39,53067.0
130796,2021-02-11,Tripura,South Tripura,4056,4029,23,83030.0
130797,2021-02-11,Tripura,Unokoti,2767,2744,23,34930.0
130798,2021-02-11,Tripura,West Tripura,11641,11435,194,202939.0
130799,2021-02-11,Uttar Pradesh,Agra,10509,10314,172,491361.0
130800,2021-02-11,Uttar Pradesh,Aligarh,11427,11354,56,482825.0
130801,2021-02-11,Uttar Pradesh,Ambedkar Nagar,1914,1833,44,123151.0
130802,2021-02-11,Uttar Pradesh,Amethi,3749,3689,39,267014.0
130803,2021-02-11,Uttar Pradesh,Amroha,4339,4257,50,254038.0
130804,2021-02-11,Uttar Pradesh,Auraiya,3532,3454,47,107079.0
130805,2021-02-11,Uttar Pradesh,Ayodhya,8161,8006,124,376735.0
130806,2021-02-11,Uttar Pradesh,Azamgarh,6044,5930,96,12474.0
130807,2021-02-11,Uttar Pradesh,Baghpat,2330,2291,36,327192.0
130808,2021-02-11,Uttar Pradesh,Bahraich,4136,4040,76,308225.0
130809,2021-02-11,Uttar Pradesh,Ballia,7898,7667,106,267420.0
130810,2021-02-11,Uttar Pradesh,Balrampur,2205,2131,36,276237.0
130811,2021-02-11,Uttar Pradesh,Banda,3865,3810,43,303185.0
130812,2021-02-11,Uttar Pradesh,Barabanki,7816,7696,102,147422.0
130813,2021-02-11,Uttar Pradesh,Bareilly,14635,14372,165,465209.0
130814,2021-02-11,Uttar Pradesh,Basti,5333,5134,99,296570.0
130815,2021-02-11,Uttar Pradesh,Bhadohi,2249,2190,23,119023.0
130816,2021-02-11,Uttar Pradesh,Bijnor,4414,4333,64,312985.0
130817,2021-02-11,Uttar Pradesh,Budaun,4060,3997,45,224207.0
130818,2021-02-11,Uttar Pradesh,Bulandshahr,6282,6164,93,269090.0
130819,2021-02-11,Uttar Pradesh,Chandauli,4871,4790,66,211249.0
130820,2021-02-11,Uttar Pradesh,Chitrakoot,2189,2172,15,234060.0
130821,2021-02-11,Uttar Pradesh,Deoria,6761,6595,95,304520.0
130822,2021-02-11,Uttar Pradesh,Etah,2533,2491,27,263295.0
130823,2021-02-11,Uttar Pradesh,Etawah,5765,5611,106,297761.0
130824,2021-02-11,Uttar Pradesh,Farrukhabad,4707,4615,88,231856.0
130825,2021-02-11,Uttar Pradesh,Fatehpur,3833,3687,68,82928.0
130826,2021-02-11,Uttar Pradesh,Firozabad,3886,3799,68,322656.0
130827,2021-02-11,Uttar Pradesh,Gautam Buddha Nagar,25419,25281,91,675396.0
130828,2021-02-11,Uttar Pradesh,Ghaziabad,26656,26488,102,712611.0
130829,2021-02-11,Uttar Pradesh,Ghazipur,5252,5144,92,265737.0
130830,2021-02-11,Uttar Pradesh,Gonda,5066,4973,70,241234.0
130831,2021-02-11,Uttar Pradesh,Gorakhpur,21436,21009,362,480536.0
130832,2021-02-11,Uttar Pradesh,Hamirpur,1581,1558,21,240382.0
130833,2021-02-11,Uttar Pradesh,Hapur,4400,4306,68,299725.0
130834,2021-02-11,Uttar Pradesh,Hardoi,5939,5753,109,224784.0
130835,2021-02-11,Uttar Pradesh,Hathras,1314,1301,7,260525.0
130836,2021-02-11,Uttar Pradesh,Jalaun,3986,3905,47,221719.0
130837,2021-02-11,Uttar Pradesh,Jaunpur,6714,6603,99,322824.0
130838,2021-02-11,Uttar Pradesh,Jhansi,10438,10216,178,312540.0
130839,2021-02-11,Uttar Pradesh,Kannauj,3499,3446,49,124019.0
130840,2021-02-11,Uttar Pradesh,Kanpur Dehat,2127,2073,36,344697.0
130841,2021-02-11,Uttar Pradesh,Kanpur Nagar,32944,32023,838,685820.0
130842,2021-02-11,Uttar Pradesh,Kasganj,1964,1957,6,271969.0
130843,2021-02-11,Uttar Pradesh,Kaushambi,2266,2237,27,207064.0
130844,2021-02-11,Uttar Pradesh,Kushinagar,5707,5585,62,314772.0
130845,2021-02-11,Uttar Pradesh,Lakhimpur Kheri,7660,7535,98,368533.0
130846,2021-02-11,Uttar Pradesh,Lalitpur,3464,3391,47,21781.0
130847,2021-02-11,Uttar Pradesh,Lucknow,81626,80049,1185,1237583.0
130848,2021-02-11,Uttar Pradesh,Maharajganj,5809,5709,91,334716.0
130849,2021-02-11,Uttar Pradesh,Mahoba,1476,1462,12,142992.0
130850,2021-02-11,Uttar Pradesh,Mainpuri,3836,3735,76,228496.0
130851,2021-02-11,Uttar Pradesh,Mathura,6821,6693,112,198379.0
130852,2021-02-11,Uttar Pradesh,Mau,3065,3019,39,281445.0
130853,2021-02-11,Uttar Pradesh,Meerut,22320,21526,438,798404.0
130854,2021-02-11,Uttar Pradesh,Mirzapur,3455,3393,46,312764.0
130855,2021-02-11,Uttar Pradesh,Moradabad,11884,11635,183,400459.0
130856,2021-02-11,Uttar Pradesh,Muzaffarnagar,8866,8702,111,161704.0
130857,2021-02-11,Uttar Pradesh,Pilibhit,4201,4110,81,291538.0
130858,2021-02-11,Uttar Pradesh,Pratapgarh,5411,5323,73,100500.0
130859,2021-02-11,Uttar Pradesh,Prayagraj,29170,28685,408,729300.0
130860,2021-02-11,Uttar Pradesh,Rae Bareli,5541,5410,111,387408.0
130861,2021-02-11,Uttar Pradesh,Rampur,5521,5421,58,274288.0
130862,2021-02-11,Uttar Pradesh,Saharanpur,10097,9929,135,266387.0
130863,2021-02-11,Uttar Pradesh,Sambhal,3207,3019,45,309333.0
130864,2021-02-11,Uttar Pradesh,Sant Kabir Nagar,3414,3355,44,292606.0
130865,2021-02-11,Uttar Pradesh,Shahjahanpur,6946,6815,113,437195.0
130866,2021-02-11,Uttar Pradesh,Shamli,3659,3620,31,246597.0
130867,2021-02-11,Uttar Pradesh,Shrawasti,1366,1346,18,221566.0
130868,2021-02-11,Uttar Pradesh,Siddharthnagar,4088,4017,53,295047.0
130869,2021-02-11,Uttar Pradesh,Sitapur,4833,4745,81,289473.0
130870,2021-02-11,Uttar Pradesh,Sonbhadra,5000,4835,75,306175.0
130871,2021-02-11,Uttar Pradesh,Sultanpur,4988,4839,77,309395.0
130872,2021-02-11,Uttar Pradesh,Unnao,4554,4348,86,298886.0
130873,2021-02-11,Uttar Pradesh,Varanasi,23469,22936,456,595510.0
130874,2021-02-11,Uttarakhand,Almora,3257,3031,25,84443.0
130875,2021-02-11,Uttarakhand,Bageshwar,1540,1446,17,55626.0
130876,2021-02-11,Uttarakhand,Chamoli,3477,3352,15,90390.0
130877,2021-02-11,Uttarakhand,Champawat,1818,1721,9,95068.0
130878,2021-02-11,Uttarakhand,Dehradun,29542,28087,956,401496.0
130879,2021-02-11,Uttarakhand,Haridwar,14065,13621,157,369542.0
130880,2021-02-11,Uttarakhand,Nainital,12654,12246,232,204422.0
130881,2021-02-11,Uttarakhand,Pauri Garhwal,5156,5043,59,138878.0
130882,2021-02-11,Uttarakhand,Pithoragarh,3356,3261,46,72686.0
130883,2021-02-11,Uttarakhand,Rudraprayag,2269,2234,10,52378.0
130884,2021-02-11,Uttarakhand,Tehri Garhwal,4230,4031,16,105111.0
130885,2021-02-11,Uttarakhand,Udham Singh Nagar,11517,11234,117,337292.0
130886,2021-02-11,Uttarakhand,Uttarkashi,3792,3643,17,120026.0
